#{"t_start": 1778020685.626938, "env_id": "letter-env"}
r,l,t
-50.0,16,7336.234121
-20.0,23,7338.334754
-50.0,10,7339.319638
-40.0,23,7340.98395
-50.0,25,7343.2259
-50.0,23,7345.015085
-40.0,21,7346.965371
-20.0,23,7348.665683
-50.0,7,7349.393447
-50.0,28,7351.879618
120.0,81,7358.572824
-70.0,13,7359.742575
-50.0,33,7362.185541
-50.0,7,7362.855439
-40.0,28,7365.222909
120.0,41,7368.767674
-70.0,9,7369.352192
-50.0,36,7372.240216
-40.0,18,7373.845585
-50.0,70,7379.457353
-50.0,11,7380.405529
-50.0,7,7381.063873
-40.0,19,7382.418446
-50.0,17,7383.891201
-50.0,31,7386.233266
-20.0,38,7389.5538
-50.0,15,7390.850742
-50.0,11,7391.417739
-50.0,14,7392.746073
120.0,41,7396.076185
-60.0,14,7397.421819
-20.0,72,7403.118635
-40.0,15,7404.199319
120.0,36,7407.228666
-70.0,7,7407.896169
-50.0,20,7409.475317
-40.0,16,7410.812074
-50.0,46,7414.639559
-50.0,42,7418.099992
-50.0,7,7418.838264
-50.0,11,7419.785411
-50.0,11,7420.466229
-40.0,28,7422.917599
-50.0,43,7426.740039
-50.0,32,7429.343246
-50.0,57,7434.100868
-50.0,9,7434.998348
-50.0,3,7435.046146
-50.0,16,7436.389131
-20.0,41,7440.016121
-50.0,39,7443.140793
-50.0,19,7444.610661
-50.0,30,7447.283107
-50.0,5,7447.622918
120.0,65,7452.905588
-60.0,24,7454.904527
-40.0,17,7456.12728
-40.0,20,7457.758863
-50.0,10,7458.721857
-50.0,14,7459.703168
-40.0,18,7461.332862
-50.0,17,7462.570273
-50.0,9,7463.220947
-50.0,13,7464.554256
-40.0,56,7469.216733
-50.0,34,7471.959821
-50.0,7,7472.6575
-50.0,53,7476.791241
-50.0,5,7477.150418
-40.0,36,7480.136168
-50.0,3,7480.452812
-50.0,11,7481.484279
-50.0,11,7482.351518
-20.0,36,7485.289863
120.0,64,7490.682865
-40.0,35,7493.2546
-50.0,15,7494.57692
-20.0,20,7496.219447
-50.0,12,7497.146818
-40.0,14,7498.406545
-50.0,23,7499.954147
-50.0,14,7501.313387
-50.0,31,7503.798017
-50.0,6,7504.152261
-50.0,26,7506.228627
-50.0,10,7506.920876
-50.0,17,7508.142282
-50.0,24,7509.908973
120.0,40,7513.390258
-70.0,3,7513.714134
-50.0,7,7514.348085
-50.0,3,7514.699401
-50.0,25,7516.577732
-50.0,24,7518.605208
-40.0,24,7520.454034
-50.0,15,7521.749846
-50.0,22,7523.443952
-50.0,14,7524.743155
-50.0,5,7525.105376
-50.0,24,7527.080729
-50.0,9,7527.770801
-50.0,12,7528.707262
-50.0,6,7529.418355
-20.0,41,7532.85146
-50.0,11,7533.815831
-20.0,61,7538.84204
-50.0,5,7539.101018
-20.0,35,7542.233153
-50.0,6,7542.574234
-40.0,22,7544.545831
-50.0,5,7544.936797
-20.0,44,7548.605877
-50.0,6,7549.272513
-50.0,12,7550.272718
-40.0,15,7551.357407
-20.0,25,7553.674694
-50.0,5,7554.033207
-20.0,63,7558.984393
-20.0,35,7561.591752
-50.0,7,7562.26277
-50.0,28,7564.547151
-20.0,29,7566.880899
-40.0,51,7571.005533
-40.0,15,7572.253859
-40.0,22,7573.971737
-50.0,21,7576.05994
-50.0,12,7576.978006
-20.0,37,7580.085565
-50.0,7,7580.767197
-20.0,64,7585.919021
-50.0,9,7586.61138
-50.0,3,7586.971557
-50.0,12,7587.964725
-50.0,14,7588.973952
-20.0,56,7593.596428
-20.0,40,7597.010719
120.0,28,7599.303332
-60.0,25,7601.321253
-50.0,3,7601.657692
-20.0,134,7613.04931
-50.0,10,7613.699719
-50.0,12,7614.592182
-50.0,15,7615.985781
-50.0,48,7620.184219
-40.0,40,7623.460908
-40.0,21,7625.001736
-50.0,14,7626.376207
-50.0,46,7630.250973
-50.0,28,7632.670087
-50.0,5,7633.042202
-50.0,3,7633.397481
-50.0,26,7635.761529
-50.0,3,7635.811527
-20.0,21,7637.664905
-50.0,39,7711.275225
-40.0,42,7714.727792
120.0,52,7719.019919
-70.0,5,7719.452025
-50.0,25,7721.594355
-50.0,14,7722.807501
-20.0,60,7727.660862
-50.0,9,7728.324844
-20.0,31,7730.915025
-50.0,24,7732.981232
-50.0,14,7734.008651
-50.0,15,7735.309115
-50.0,103,7743.729774
-40.0,15,7744.970835
-50.0,19,7746.344494
-50.0,11,7747.382139
-50.0,8,7748.01991
-50.0,9,7748.654482
-50.0,15,7750.035515
-40.0,37,7752.920278
-50.0,26,7755.196632
-50.0,16,7756.468126
-50.0,19,7758.14713
-40.0,121,7767.888498
-20.0,29,7770.394853
-40.0,37,7773.442888
-50.0,9,7774.393952
-20.0,63,7779.366807
-50.0,7,7780.021834
120.0,33,7782.648736
-70.0,5,7783.280907
-50.0,3,7783.343268
-20.0,47,7787.367823
-50.0,30,7790.092583
-50.0,50,7794.210587
-50.0,35,7797.143985
-50.0,5,7797.464601
-50.0,11,7798.389878
-50.0,3,7798.721514
120.0,34,7801.490147
-60.0,26,7803.605042
-40.0,37,7806.824907
-50.0,15,7808.153762
-50.0,16,7809.485656
-20.0,36,7812.552274
-40.0,21,7814.256788
-50.0,9,7814.948254
-50.0,17,7816.277532
-40.0,22,7818.257402
-40.0,17,7819.596611
-20.0,47,7823.482299
-50.0,11,7824.380838
120.0,40,7827.746313
-70.0,8,7828.343239
-50.0,26,7830.302078
-50.0,19,7832.067786
-20.0,28,7834.454452
-20.0,35,7837.260477
-20.0,42,7840.710401
120.0,62,7845.931366
-70.0,21,7847.71438
-50.0,22,7849.308848
-50.0,5,7849.910918
-20.0,52,7854.310095
-50.0,13,7855.365675
-50.0,48,7859.486205
-50.0,38,7862.562819
-20.0,34,7865.608688
-20.0,65,7870.951516
-20.0,60,7876.022195
-50.0,11,7876.924561
-50.0,9,7877.614943
-40.0,20,7879.303985
-40.0,35,7882.235917
-20.0,59,7887.328173
-50.0,16,7888.627856
-50.0,7,7888.936036
-50.0,33,7891.873728
120.0,88,7899.183746
-70.0,9,7899.794003
-20.0,43,7903.419542
-20.0,43,7906.732877
-50.0,11,7907.708921
120.0,114,7917.402391
-70.0,27,7919.387366
-20.0,57,7924.296885
-50.0,14,7925.376554
-50.0,34,7928.330715
-50.0,3,7928.356922
-20.0,65,7933.872186
-40.0,16,7935.20002
-40.0,18,7936.6019
-40.0,33,7939.190635
-20.0,20,7940.991225
-20.0,46,7944.970417
-40.0,58,7949.497319
-40.0,41,7953.370363
-20.0,39,7956.415834
-20.0,75,7962.72271
-20.0,36,7965.670793
-50.0,24,7967.580764
-50.0,11,7968.512922
-20.0,55,7973.145508
120.0,39,7976.193759
-60.0,49,7980.468382
120.0,65,7986.059574
-70.0,8,7986.652301
-50.0,10,7987.347264
-50.0,13,7988.647735
-50.0,7,7988.982971
-50.0,7,7989.685421
-50.0,15,7991.061567
-40.0,24,7993.053394
-40.0,28,7995.270328
-50.0,3,7995.580898
-40.0,16,7997.044006
-20.0,46,8000.641823
-40.0,34,8003.665859
-40.0,30,8006.061094
-20.0,39,8009.322377
-50.0,29,8011.84915
-20.0,107,8020.726951
-50.0,12,8021.832191
-40.0,18,8023.245543
120.0,62,8028.805398
-60.0,21,8030.490356
-40.0,38,8033.815376
-40.0,17,8035.156425
-50.0,33,8037.768241
-40.0,31,8040.35913
120.0,30,8042.776218
-60.0,21,8044.734222
-40.0,18,8046.129348
-20.0,54,8050.749721
-50.0,5,8051.088709
-50.0,22,8052.67734
-40.0,43,8056.149035
-50.0,5,8056.548792
-20.0,39,8059.839989
-50.0,20,8061.483442
-40.0,31,8064.169244
120.0,31,8066.840667
-70.0,7,8067.227904
-20.0,42,8070.948414
-50.0,7,8071.620877
-40.0,23,8073.401731
-20.0,46,8077.386007
120.0,93,8085.151183
-60.0,21,8086.807455
-40.0,27,8089.163486
-20.0,126,8099.96551
-40.0,12,8101.006761
-50.0,9,8101.695186
-20.0,64,8107.064112
-50.0,30,8109.536608
-40.0,17,8111.200771
-40.0,39,8114.290098
-50.0,23,8116.328956
-20.0,73,8122.521846
-20.0,43,8126.419172
-40.0,14,8127.782317
-40.0,32,8130.365217
-50.0,11,8131.040977
-50.0,8,8131.715329
-40.0,37,8134.919624
-50.0,9,8135.552413
-40.0,24,8137.487139
-50.0,3,8137.828027
-20.0,106,8146.50501
-40.0,22,8148.492692
-40.0,47,8152.091232
-40.0,23,8153.999248
-40.0,29,8156.260881
-50.0,19,8157.717368
-50.0,9,8158.40094
-20.0,32,8160.936422
-40.0,15,8162.313373
-40.0,25,8164.326139
-20.0,46,8168.448568
-50.0,5,8168.853513
-40.0,35,8171.690926
-20.0,67,8177.353769
-20.0,50,8181.146207
-20.0,51,8185.287847
120.0,23,8187.474705
-60.0,26,8189.418305
-20.0,62,8194.813706
-50.0,15,8195.836854
-50.0,9,8196.7311
-40.0,55,8201.197737
-40.0,12,8202.195515
-50.0,29,8204.840959
-50.0,5,8205.189141
-50.0,35,8208.199217
-50.0,25,8210.147167
-20.0,32,8212.716356
-50.0,5,8213.07799
-50.0,9,8213.721921
-50.0,3,8214.010042
-50.0,11,8214.942986
-20.0,74,8220.959788
-40.0,29,8223.622617
-40.0,18,8225.130323
-40.0,36,8228.074673
-40.0,20,8229.79863
-20.0,85,8236.867927
-40.0,68,8242.479932
-50.0,39,8245.754629
-50.0,9,8246.448727
-20.0,88,8253.673612
-40.0,12,8254.771855
-40.0,23,8256.807023
-40.0,32,8259.429996
-40.0,27,8261.879782
-50.0,21,8263.578382
-40.0,20,8265.2465
-40.0,50,8269.3911
-40.0,27,8271.58179
-40.0,21,8273.401893
-50.0,3,8273.446672
-40.0,26,8275.687539
-40.0,22,8277.342756
-50.0,21,8279.288094
-50.0,10,8279.978129
-40.0,54,8284.645555
-50.0,19,8285.995477
-20.0,38,8289.159285
-20.0,55,8293.668856
-50.0,19,8295.120827
-40.0,28,8297.479446
-40.0,24,8299.500964
-40.0,31,8302.222139
-20.0,50,8306.639826
-50.0,13,8307.658524
-50.0,16,8308.933
-40.0,31,8311.539946
-50.0,10,8312.238407
-20.0,44,8316.034446
-50.0,9,8316.741646
-20.0,76,8323.087998
-40.0,41,8326.709484
-50.0,9,8327.499411
-20.0,26,8329.474977
-50.0,17,8331.119693
-50.0,23,8332.925403
-20.0,48,8336.952034
-40.0,16,8338.288375
-20.0,27,8340.689759
-40.0,20,8342.372009
-40.0,20,8344.123502
-50.0,9,8344.798214
-40.0,33,8347.797227
-50.0,23,8349.285213
-50.0,19,8350.965484
-40.0,34,8353.939742
-50.0,24,8355.886369
-20.0,26,8357.920299
-40.0,19,8359.650537
-40.0,45,8363.283856
-40.0,49,8367.47425
-50.0,14,8368.705651
-50.0,7,8369.370145
-40.0,26,8371.413926
-50.0,5,8371.720201
-50.0,25,8373.865482
-50.0,17,8375.071824
-40.0,33,8377.711916
-50.0,13,8378.858318
-20.0,46,8382.863262
-40.0,29,8385.116099
-20.0,71,8391.112417
-50.0,11,8392.101161
-50.0,28,8394.452581
-40.0,33,8397.167815
-40.0,40,8400.307323
-40.0,29,8402.892391
-20.0,58,8407.738631
-20.0,83,8414.589814
120.0,61,8419.892676
-60.0,30,8422.460869
-50.0,13,8423.483722
-40.0,42,8427.252577
-50.0,3,8427.540525
-40.0,21,8429.300556
-20.0,43,8433.073014
-40.0,16,8434.406953
-50.0,11,8435.163441
-50.0,17,8436.671173
-40.0,17,8438.020619
-50.0,13,8438.966957
-40.0,21,8440.752409
-50.0,7,8441.370047
-40.0,29,8443.617385
-50.0,11,8444.66869
-40.0,59,8449.814796
-50.0,14,8450.840542
-40.0,59,8455.597886
-50.0,11,8456.644159
-50.0,7,8457.235644
-50.0,5,8457.525006
-20.0,67,8463.034259
-20.0,60,8467.994532
-40.0,45,8471.583304
-50.0,23,8473.408309
-50.0,7,8473.782306
-40.0,22,8475.616326
-50.0,23,8477.695417
-50.0,5,8478.115623
-50.0,7,8478.714568
-40.0,16,8480.103657
-50.0,22,8481.757759
-50.0,15,8483.077579
-50.0,12,8483.978793
-20.0,29,8486.361371
-50.0,3,8486.723521
120.0,66,8491.988398
-70.0,7,8492.654694
-50.0,3,8492.987412
-50.0,3,8493.318385
-50.0,7,8493.705417
-40.0,44,8497.140482
-20.0,33,8500.098104
-40.0,13,8501.222169
-50.0,9,8501.965832
-40.0,31,8504.82007
-40.0,21,8506.571034
-40.0,35,8509.361162
-50.0,39,8512.545453
-20.0,52,8516.798888
-40.0,24,8518.671469
-50.0,19,8520.063467
-40.0,25,8522.253385
-50.0,16,8523.548976
-50.0,11,8524.288884
-40.0,18,8525.902513
-50.0,3,8526.223033
-50.0,7,8526.65392
-20.0,42,8530.092765
-40.0,26,8532.107401
-50.0,9,8532.969328
-50.0,5,8533.361031
-40.0,14,8534.453051
-50.0,13,8535.658356
-40.0,32,8538.370202
-20.0,27,8540.375521
-50.0,14,8541.695387
-50.0,22,8543.437376
-50.0,20,8545.034971
-40.0,31,8547.663259
-20.0,62,8553.015018
-50.0,24,8555.024292
-40.0,41,8558.302507
-20.0,31,8561.017179
-50.0,7,8561.377111
-50.0,25,8563.633485
-20.0,25,8565.600478
-20.0,36,8568.483301
-50.0,25,8570.37916
-50.0,20,8572.022847
-40.0,23,8573.971022
-20.0,34,8576.550713
-40.0,29,8579.21747
-40.0,18,8580.727182
-20.0,27,8582.989648
-50.0,15,8584.327486
-40.0,30,8586.686699
-50.0,17,8587.941048
-50.0,5,8588.661773
-40.0,41,8591.992759
-20.0,34,8594.6676
-50.0,18,8596.183785
-50.0,3,8596.477285
-50.0,5,8596.796211
-20.0,58,8601.617386
-40.0,26,8603.946819
-40.0,15,8605.264272
-40.0,25,8607.2325
-50.0,5,8607.571483
120.0,47,8611.739094
-70.0,5,8612.09149
-50.0,11,8613.08035
-40.0,28,8615.558845
-50.0,9,8616.277953
-20.0,74,8622.919964
-50.0,9,8623.676852
-20.0,93,8631.662579
-50.0,9,8632.323602
-50.0,5,8632.953434
-20.0,48,8637.041101
-50.0,7,8637.424435
-50.0,19,8639.11925
-50.0,9,8639.791771
-20.0,27,8642.184076
-50.0,5,8642.519626
-50.0,20,8643.966414
-50.0,5,8644.557158
-50.0,10,8645.32681
-50.0,18,8646.763962
-20.0,27,8648.824405
120.0,65,8654.48756
-40.0,30,8656.834535
-40.0,34,8659.871917
-40.0,24,8661.93531
-50.0,9,8662.661543
-20.0,19,8664.471181
-50.0,26,8666.370908
-50.0,38,8669.666209
-50.0,12,8670.596826
-50.0,12,8671.586093
120.0,40,8674.881864
-70.0,9,8675.627485
-20.0,36,8678.621897
-20.0,28,8681.147218
-40.0,33,8683.838019
-50.0,5,8684.25542
-50.0,3,8684.528028
-50.0,5,8684.881679
-50.0,20,8686.479131
-50.0,5,8687.113293
-50.0,10,8687.741588
-50.0,14,8689.063073
-50.0,9,8689.741901
-50.0,16,8691.051684
-50.0,17,8692.398263
-50.0,3,8692.799711
-50.0,12,8693.706552
-40.0,27,8696.104147
-50.0,22,8697.778073
-50.0,15,8699.152269
-20.0,58,8703.891029
-40.0,30,8706.382494
-20.0,52,8710.822158
-50.0,36,8713.857393
-50.0,19,8715.523368
-20.0,75,8721.819739
-50.0,5,8722.494817
-20.0,39,8725.575659
-40.0,39,8728.982605
-40.0,62,8734.251777
-50.0,11,8734.914397
-20.0,21,8736.990011
-20.0,28,8739.41437
-20.0,33,8742.125536
-20.0,32,8744.819924
-20.0,55,8749.627999
-50.0,9,8750.341156
-50.0,10,8751.030634
-50.0,22,8753.120353
-20.0,96,8761.355038
-20.0,28,8763.649599
-50.0,26,8765.463645
-40.0,39,8768.752191
-40.0,22,8770.642942
-20.0,41,8773.890413
-40.0,26,8775.819199
-20.0,47,8779.825302
-50.0,18,8781.344862
-40.0,34,8784.160518
-20.0,62,8789.770649
-40.0,37,8792.747343
-20.0,23,8794.893201
-20.0,47,8798.342666
-40.0,40,8801.621272
-50.0,36,8804.482953
-50.0,7,8805.158612
120.0,50,8809.6462
-60.0,10,8810.284412
-20.0,43,8813.899869
-50.0,16,8815.384231
-50.0,3,8815.737453
-40.0,17,8817.114197
-50.0,10,8817.81614
-50.0,15,8819.142619
-20.0,30,8821.819923
-50.0,23,8823.505846
-50.0,6,8824.113065
-50.0,7,8824.822743
-40.0,23,8826.546176
-20.0,38,8829.934158
-20.0,26,8832.093204
-20.0,28,8834.369009
-20.0,45,8838.394789
-20.0,49,8842.436027
-50.0,18,8843.750153
120.0,108,8852.684719
-70.0,10,8853.644134
-40.0,31,8856.29845
-50.0,47,8860.021296
-50.0,30,8862.537201
-20.0,42,8865.957601
-50.0,59,8870.991475
-40.0,23,8873.007089
-50.0,27,8875.289089
120.0,97,8883.468986
-70.0,9,8884.179446
-20.0,74,8890.632366
-50.0,17,8891.829887
-50.0,7,8892.54165
-20.0,35,8895.217923
-40.0,62,8900.458583
-40.0,30,8902.763422
-20.0,32,8905.483141
-20.0,43,8909.26813
-40.0,42,8912.862337
-20.0,31,8915.330151
-20.0,34,8918.344561
-40.0,22,8920.03517
-40.0,23,8922.068886
-50.0,11,8923.087519
-50.0,26,8925.038552
-40.0,24,8927.084226
-40.0,14,8928.454793
-40.0,37,8931.558114
-40.0,21,8933.276856
-50.0,12,8934.27427
-20.0,50,8938.725847
-40.0,28,8941.09568
-20.0,50,8944.987009
-20.0,46,8948.866478
-20.0,88,8956.183605
-40.0,59,8961.139417
-40.0,19,8962.546224
-50.0,7,8963.213988
-20.0,57,8967.941031
-50.0,23,8969.94312
-20.0,28,8972.334875
-50.0,25,8974.501707
-50.0,11,8975.434502
-50.0,16,8976.866173
-40.0,24,8978.791768
-20.0,59,8983.609962
-50.0,3,8983.97936
-20.0,25,8986.066331
-20.0,41,8989.558571
-50.0,3,8989.923214
-50.0,9,8990.650297
-50.0,5,8990.97474
-40.0,31,8993.559386
-50.0,7,8994.218379
-50.0,11,8995.078997
-50.0,7,8995.494381
-50.0,5,8996.109627
-20.0,31,8998.602414
-50.0,29,9001.231093
-50.0,13,9002.188333
-40.0,24,9004.193867
120.0,43,9007.806061
-40.0,52,9012.246498
-20.0,38,9015.314615
-20.0,34,9018.339257
-40.0,31,9020.742171
-50.0,25,9023.078935
-50.0,31,9025.476838
120.0,41,9029.249841
-40.0,67,9036.957042
-50.0,5,9037.614087
-40.0,43,9041.288669
-50.0,9,9042.211674
-50.0,26,9044.280338
-20.0,49,9048.303555
-20.0,26,9050.685281
-20.0,58,9055.150912
-20.0,79,9061.549096
-50.0,17,9062.819122
-20.0,61,9067.980315
-50.0,15,9069.038521
-50.0,9,9069.9806
-20.0,61,9074.82097
-40.0,25,9076.838657
-20.0,38,9080.152226
-40.0,16,9081.436888
-20.0,21,9083.146106
-20.0,38,9086.085407
-40.0,20,9087.824877
-20.0,37,9091.162629
-20.0,42,9094.488018
-50.0,10,9095.41591
-20.0,66,9101.042475
-40.0,26,9103.446185
-50.0,13,9104.320463
-20.0,18,9105.610619
-40.0,14,9107.087581
-40.0,18,9108.526826
-20.0,44,9112.236915
-40.0,14,9113.558861
-40.0,29,9115.9419
-20.0,88,9123.207053
-20.0,41,9126.260176
-20.0,35,9129.453612
-50.0,5,9129.81581
-50.0,25,9131.950321
120.0,51,9135.995665
-60.0,37,9139.115532
-50.0,7,9139.467039
-50.0,9,9140.336098
-50.0,5,9140.701747
-50.0,13,9141.775514
-50.0,11,9142.736904
-40.0,19,9144.344569
-50.0,18,9145.537139
-20.0,84,9152.581714
-50.0,7,9153.235067
-40.0,18,9154.641043
-50.0,5,9155.387274
-40.0,41,9158.454926
-20.0,52,9162.780101
-40.0,16,9164.127076
-40.0,17,9165.480634
-50.0,32,9167.922089
-40.0,24,9169.960947
-50.0,3,9170.275941
-20.0,52,9174.387679
-20.0,25,9176.571541
120.0,48,9180.400675
-40.0,55,9184.793275
-20.0,26,9186.799498
-50.0,8,9187.438483
-50.0,13,9188.552042
-20.0,72,9194.4519
-50.0,9,9195.083243
-20.0,13,9196.142408
-20.0,54,9200.822757
-50.0,5,9201.166111
-40.0,12,9202.293449
-50.0,19,9203.884767
-40.0,15,9204.975471
-50.0,11,9205.96269
-50.0,3,9206.318761
-50.0,19,9207.905566
-50.0,9,9208.504309
-50.0,7,9209.199431
-50.0,11,9209.840999
-50.0,13,9211.087048
-40.0,26,9213.076683
-40.0,20,9214.669859
-50.0,13,9215.657625
-20.0,32,9218.241086
-50.0,11,9219.14989
-40.0,18,9220.761406
-20.0,39,9223.997402
-50.0,11,9224.941885
-40.0,33,9227.68131
-50.0,5,9228.283825
-40.0,10,9228.989404
120.0,55,9233.65158
-40.0,60,9238.448509
-20.0,43,9242.138519
-50.0,9,9242.886339
-50.0,5,9243.24527
-40.0,29,9245.577329
120.0,23,9247.66475
-60.0,21,9249.257579
-50.0,7,9249.972145
-50.0,23,9251.84759
-50.0,12,9252.813038
-50.0,11,9253.703003
-50.0,15,9254.809191
-50.0,3,9255.107326
-40.0,22,9257.206609
-40.0,13,9258.318384
-40.0,18,9259.693169
-50.0,11,9260.614598
-20.0,29,9263.006298
-40.0,22,9265.043871
-20.0,45,9268.680773
-20.0,28,9271.274596
-40.0,24,9273.163815
-40.0,27,9275.52708
120.0,65,9280.815819
-60.0,13,9281.804661
-40.0,12,9282.921481
-50.0,3,9283.286317
-50.0,18,9284.811947
-20.0,43,9288.179356
-20.0,55,9292.593017
-40.0,17,9294.073519
-50.0,21,9295.931979
-50.0,5,9296.241957
-50.0,3,9296.578566
-40.0,15,9297.557351
-50.0,6,9298.148446
-50.0,49,9301.933764
-50.0,7,9302.554324
-40.0,17,9303.91576
-40.0,25,9306.02102
-40.0,41,9309.488766
-50.0,8,9310.171486
-40.0,80,9316.66355
-40.0,18,9318.032723
-50.0,5,9318.389987
-20.0,32,9321.085588
-20.0,100,9329.442685
-50.0,34,9332.127376
-20.0,24,9334.134935
120.0,55,9338.543506
100.0,74,9344.396156
-70.0,13,9345.377568
-40.0,16,9346.769055
120.0,43,9350.478345
-70.0,5,9350.818991
-20.0,40,9354.08473
-50.0,11,9355.062357
-40.0,14,9356.359943
-20.0,66,9361.650181
-40.0,27,9363.907122
-50.0,30,9366.142347
-40.0,18,9367.938334
-50.0,7,9368.65718
120.0,55,9373.199213
100.0,35,9376.454758
-60.0,35,9447.859915
-50.0,3,9448.187662
-50.0,37,9451.052889
-50.0,3,9451.410118
-50.0,7,9451.761181
-20.0,83,9458.71487
120.0,46,9462.601884
-60.0,26,9464.447192
120.0,58,9469.216846
-40.0,31,9471.643333
-50.0,3,9471.969181
-20.0,36,9474.926958
-20.0,49,9478.664637
-40.0,29,9481.35131
-40.0,17,9482.612147
-50.0,13,9483.61018
-40.0,13,9484.606126
-50.0,19,9486.073269
-50.0,7,9486.708018
-50.0,5,9487.039163
-20.0,27,9489.409026
-40.0,29,9491.733451
-20.0,40,9494.854739
-40.0,15,9496.276893
-40.0,27,9498.475631
-40.0,16,9499.847963
-50.0,17,9501.138786
-20.0,83,9507.894681
-50.0,5,9508.216137
-20.0,43,9511.938407
-20.0,50,9515.915176
-20.0,57,9520.532281
-50.0,8,9521.106628
-40.0,20,9522.706358
-20.0,24,9524.64937
-50.0,18,9526.245666
120.0,95,9534.296714
-40.0,47,9538.086276
120.0,27,9540.593196
-40.0,29,9542.756195
-50.0,11,9543.742556
-20.0,33,9546.61846
-40.0,16,9547.978448
-50.0,13,9549.186687
-20.0,26,9551.184354
-50.0,10,9552.126095
-50.0,7,9552.464851
-20.0,42,9556.155167
-50.0,3,9556.458942
-50.0,7,9556.881788
-50.0,5,9557.470896
-50.0,21,9559.006334
-40.0,18,9560.661915
-20.0,15,9561.980926
-20.0,70,9567.973738
-20.0,42,9571.322808
-40.0,60,9576.143489
-20.0,46,9580.075852
-40.0,41,9583.255912
-50.0,11,9584.158951
-40.0,24,9586.109183
-20.0,29,9588.360117
-50.0,7,9588.967197
-20.0,50,9592.852599
-50.0,10,9593.716446
-50.0,22,9595.319128
-50.0,9,9595.926957
-50.0,13,9597.283185
-40.0,16,9598.646789
-40.0,16,9599.898647
-50.0,9,9600.453531
-20.0,76,9606.66437
-50.0,7,9607.392225
-50.0,7,9607.783786
-40.0,10,9608.786085
-40.0,28,9610.897781
-40.0,38,9613.935901
-50.0,10,9614.7701
-50.0,11,9615.72138
-20.0,33,9618.34902
-50.0,5,9618.675894
-50.0,9,9619.336478
-40.0,34,9622.296442
-40.0,26,9624.285659
-40.0,13,9625.512082
-50.0,13,9626.382675
-50.0,3,9626.736279
-50.0,15,9627.898619
120.0,59,9632.776913
-60.0,20,9634.466561
-40.0,48,9638.32608
-20.0,27,9640.853116
-50.0,9,9641.526946
120.0,60,9646.505887
-70.0,13,9647.444202
-40.0,20,9649.090465
-20.0,59,9653.928984
-40.0,30,9656.576734
-50.0,3,9656.647688
-20.0,30,9659.141575
-50.0,29,9661.456834
-20.0,70,9667.287137
-40.0,25,9669.312184
-20.0,40,9672.598837
-40.0,35,9675.228178
-50.0,25,9677.10878
-40.0,35,9680.019043
-50.0,14,9680.959778
-20.0,52,9685.017157
-50.0,16,9686.344081
-20.0,63,9691.425408
-50.0,15,9692.650857
-50.0,19,9693.937668
-20.0,31,9696.481801
-20.0,31,9699.063726
120.0,67,9704.589846
-70.0,13,9705.678003
-20.0,33,9708.261869
-40.0,10,9709.273412
-20.0,38,9712.196065
-50.0,7,9712.832369
-20.0,21,9714.663796
-40.0,16,9715.927143
-50.0,3,9716.207111
-40.0,19,9717.742396
-50.0,13,9718.73312
-50.0,11,9719.604525
-50.0,7,9720.05303
-40.0,13,9721.333289
-40.0,35,9723.963245
-20.0,27,9726.244093
-40.0,19,9728.015489
-20.0,46,9731.609787
